stimulus_index,predicate,attitude,relationship,modifier,filled_sentence,log_prob,relative_probability
0,面白い,warning,friend,a bit,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel a bit funny to me. What about cutting it down?""",-2.201410472393036,0.10580700635910034
0,面白い,warning,friend,semi,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel semi funny to me. What about cutting it down?""",-13.807938575744629,9.635261903895298e-07
0,面白い,warning,friend,a tad,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel a tad funny to me. What about cutting it down?""",-6.010576367378235,0.002345388289541006
0,面白い,warning,friend,incredibly,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel incredibly funny to me. What about cutting it down?""",-8.580216407775879,0.00017957016825675964
0,面白い,warning,friend,sorta,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel sorta funny to me. What about cutting it down?""",-12.357754707336426,4.108377652300987e-06
0,面白い,warning,friend,totally,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel totally funny to me. What about cutting it down?""",-6.764671802520752,0.0011033547343686223
0,面白い,warning,friend,a little,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel a little funny to me. What about cutting it down?""",-2.111086070537567,0.115808866918087
0,面白い,warning,friend,amazingly,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel amazingly funny to me. What about cutting it down?""",-7.9190481305122375,0.0003478370781522244
0,面白い,warning,friend,extremely,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel extremely funny to me. What about cutting it down?""",-8.167450904846191,0.0002713288413360715
0,面白い,warning,friend,moderately,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel moderately funny to me. What about cutting it down?""",-10.686343592591584,2.1855219529243186e-05
0,面白い,warning,friend,mildly,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel mildly funny to me. What about cutting it down?""",-9.911093990318477,4.745060141431168e-05
0,面白い,warning,friend,clearly,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel clearly funny to me. What about cutting it down?""",-10.879090309143066,1.802379119908437e-05
0,面白い,warning,friend,damn,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel damn funny to me. What about cutting it down?""",-9.168465614318848,9.971511462936178e-05
0,面白い,warning,friend,majorly,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel majorly funny to me. What about cutting it down?""",-9.274589791893959,8.967512258095667e-05
0,面白い,warning,friend,absolutely,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel absolutely funny to me. What about cutting it down?""",-7.206444263458252,0.0007093423046171665
0,面白い,warning,friend,exceptionally,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel exceptionally funny to me. What about cutting it down?""",-9.07793151109945,0.00010916402243310586
0,面白い,warning,friend,so,"A friend shows Peter the comedy routine he filmed to post online. Wanting to be helpful, Peter points out hesitantly: ""The middle part doesn't feel so funny to me. What about cutting it down?""",-2.1632161140441895,0.10992642492055893
1,面白い,non-committal,friend,very,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem very funny, but apparently the visuals are beautiful.""",-0.7405048608779907,0.5776665806770325
1,面白い,non-committal,friend,really,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem really funny, but apparently the visuals are beautiful.""",-3.1153979301452637,0.0537371002137661
1,面白い,non-committal,friend,that,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem that funny, but apparently the visuals are beautiful.""",-2.3248019218444824,0.11847474426031113
1,面白い,non-committal,friend,quite,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem quite funny, but apparently the visuals are beautiful.""",-5.08504056930542,0.007496685720980167
1,面白い,non-committal,friend,(none),"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem (none) funny, but apparently the visuals are beautiful.""",-18.5702932998538,1.0430343699852074e-08
1,面白い,non-committal,friend,too,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem too funny, but apparently the visuals are beautiful.""",-2.5443835258483887,0.09511800110340118
1,面白い,non-committal,friend,slightly,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem slightly funny, but apparently the visuals are beautiful.""",-9.522315979003906,8.867175347404554e-05
1,面白い,non-committal,friend,somewhat,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem somewhat funny, but apparently the visuals are beautiful.""",-9.95205307006836,5.7696946896612644e-05
1,面白い,non-committal,friend,pretty,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem pretty funny, but apparently the visuals are beautiful.""",-5.515605449676514,0.004873908124864101
1,面白い,non-committal,friend,a little bit,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem a little bit funny, but apparently the visuals are beautiful.""",-7.945253610610962,0.0004292345547582954
1,面白い,non-committal,friend,at all,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem at all funny, but apparently the visuals are beautiful.""",-3.454113631276414,0.038297634571790695
1,面白い,non-committal,friend,kind of,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem kind of funny, but apparently the visuals are beautiful.""",-8.298671156167984,0.0003014445537701249
1,面白い,non-committal,friend,completely,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem completely funny, but apparently the visuals are beautiful.""",-5.976985454559326,0.0030725752003490925
1,面白い,non-committal,friend,kinda,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem kinda funny, but apparently the visuals are beautiful.""",-9.61226212978363,8.104427251964808e-05
1,面白い,non-committal,friend,a bit,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem a bit funny, but apparently the visuals are beautiful.""",-4.088738441467285,0.02030288800597191
1,面白い,non-committal,friend,semi,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem semi funny, but apparently the visuals are beautiful.""",-13.581707000732422,1.5304324278986314e-06
1,面白い,non-committal,friend,a tad,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem a tad funny, but apparently the visuals are beautiful.""",-7.566045045852661,0.0006271664751693606
1,面白い,non-committal,friend,incredibly,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem incredibly funny, but apparently the visuals are beautiful.""",-7.662349224090576,0.0005695847794413567
1,面白い,non-committal,friend,sorta,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem sorta funny, but apparently the visuals are beautiful.""",-15.055118560791016,3.506870029923448e-07
1,面白い,non-committal,friend,totally,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem totally funny, but apparently the visuals are beautiful.""",-6.396350383758545,0.002020108513534069
1,面白い,non-committal,friend,a little,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem a little funny, but apparently the visuals are beautiful.""",-4.338677406311035,0.015812870115041733
1,面白い,non-committal,friend,amazingly,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem amazingly funny, but apparently the visuals are beautiful.""",-9.42307522892952,9.792302444111556e-05
1,面白い,non-committal,friend,extremely,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem extremely funny, but apparently the visuals are beautiful.""",-6.747592449188232,0.0014217793941497803
1,面白い,non-committal,friend,moderately,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem moderately funny, but apparently the visuals are beautiful.""",-12.309052384924144,5.46413002666668e-06
1,面白い,non-committal,friend,mildly,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem mildly funny, but apparently the visuals are beautiful.""",-11.835617506876588,8.772662113187835e-06
1,面白い,non-committal,friend,clearly,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem clearly funny, but apparently the visuals are beautiful.""",-11.439334869384766,1.3038707038504072e-05
1,面白い,non-committal,friend,damn,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem damn funny, but apparently the visuals are beautiful.""",-9.26254653930664,0.00011497455125208944
1,面白い,non-committal,friend,majorly,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem majorly funny, but apparently the visuals are beautiful.""",-10.340250622481108,3.9134578400989994e-05
1,面白い,non-committal,friend,absolutely,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem absolutely funny, but apparently the visuals are beautiful.""",-7.009227275848389,0.0010944744572043419
1,面白い,non-committal,friend,exceptionally,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem exceptionally funny, but apparently the visuals are beautiful.""",-9.440819790121168,9.620079799788073e-05
1,面白い,non-committal,friend,so,"Peter and a friend are discussing which comedy to watch. Not wanting to assert his opinion, Peter cautiously replies: ""It doesn't seem so funny, but apparently the visuals are beautiful.""",-3.037707805633545,0.05807839706540108
2,面白い,acknowledge,friend,very,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was veryfunny. Thanks for inviting me.""",-1.3073607683181763,0.2243403196334839
2,面白い,acknowledge,friend,really,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was reallyfunny. Thanks for inviting me.""",-1.6292067766189575,0.16260404884815216
2,面白い,acknowledge,friend,that,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was thatfunny. Thanks for inviting me.""",-6.0694074630737305,0.0019176823552697897
2,面白い,acknowledge,friend,quite,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was quitefunny. Thanks for inviting me.""",-3.848292350769043,0.01767643541097641
2,面白い,acknowledge,friend,(none),"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was (none)funny. Thanks for inviting me.""",-23.068757099099457,7.944250812741416e-11
2,面白い,acknowledge,friend,too,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was toofunny. Thanks for inviting me.""",-3.5037031173706055,0.02494869939982891
2,面白い,acknowledge,friend,slightly,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was slightlyfunny. Thanks for inviting me.""",-10.61942195892334,2.0264247723389417e-05
2,面白い,acknowledge,friend,somewhat,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was somewhatfunny. Thanks for inviting me.""",-9.849970817565918,4.374202399048954e-05
2,面白い,acknowledge,friend,pretty,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was prettyfunny. Thanks for inviting me.""",-2.7761945724487305,0.05164174363017082
2,面白い,acknowledge,friend,a little bit,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was a little bitfunny. Thanks for inviting me.""",-6.597059845924377,0.0011314104776829481
2,面白い,acknowledge,friend,at all,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was at allfunny. Thanks for inviting me.""",-8.560532093048096,0.0001588163577252999
2,面白い,acknowledge,friend,kind of,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was kind offunny. Thanks for inviting me.""",-1.904716819524765,0.12344653159379959
2,面白い,acknowledge,friend,completely,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was completelyfunny. Thanks for inviting me.""",-8.086970329284668,0.00025501177879050374
2,面白い,acknowledge,friend,kinda,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was kindafunny. Thanks for inviting me.""",-2.7423175573349,0.053421180695295334
2,面白い,acknowledge,friend,a bit,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was a bitfunny. Thanks for inviting me.""",-3.8973402976989746,0.016830362379550934
2,面白い,acknowledge,friend,semi,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was semifunny. Thanks for inviting me.""",-14.071330070495605,6.420751219593512e-07
2,面白い,acknowledge,friend,a tad,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was a tadfunny. Thanks for inviting me.""",-7.098592519760132,0.0006851839134469628
2,面白い,acknowledge,friend,incredibly,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was incrediblyfunny. Thanks for inviting me.""",-6.140864372253418,0.0017854321049526334
2,面白い,acknowledge,friend,sorta,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was sortafunny. Thanks for inviting me.""",-9.907286643981934,4.130541128688492e-05
2,面白い,acknowledge,friend,totally,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was totallyfunny. Thanks for inviting me.""",-5.511401176452637,0.0033505470491945744
2,面白い,acknowledge,friend,a little,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was a littlefunny. Thanks for inviting me.""",-3.626443386077881,0.022066960111260414
2,面白い,acknowledge,friend,amazingly,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was amazinglyfunny. Thanks for inviting me.""",-3.7583838254213333,0.019339334219694138
2,面白い,acknowledge,friend,extremely,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was extremelyfunny. Thanks for inviting me.""",-6.400118827819824,0.0013776870910078287
2,面白い,acknowledge,friend,moderately,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was moderatelyfunny. Thanks for inviting me.""",-9.468842325732112,6.403549923561513e-05
2,面白い,acknowledge,friend,mildly,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was mildlyfunny. Thanks for inviting me.""",-9.23309481702745,8.105961751425639e-05
2,面白い,acknowledge,friend,clearly,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was clearlyfunny. Thanks for inviting me.""",-8.26147747039795,0.00021417696552816778
2,面白い,acknowledge,friend,damn,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was damnfunny. Thanks for inviting me.""",-6.411929130554199,0.0013615117641165853
2,面白い,acknowledge,friend,majorly,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was majorlyfunny. Thanks for inviting me.""",-9.422982208430767,6.704056431772187e-05
2,面白い,acknowledge,friend,absolutely,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was absolutelyfunny. Thanks for inviting me.""",-5.204668998718262,0.004553316161036491
2,面白い,acknowledge,friend,exceptionally,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was exceptionallyfunny. Thanks for inviting me.""",-5.504124412313104,0.003375016385689378
2,面白い,acknowledge,friend,so,"A friend insists it will be great and drags Peter to an obscure comedy film. He came along half-convinced. However, it was funny, just as the friend had said. He thanks his friend: ""That was sofunny. Thanks for inviting me.""",-1.1476088762283325,0.2632004916667938
3,面白い,neutral-positive,friend,very,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was very funny.""",-1.2235772609710693,0.2653185725212097
3,面白い,neutral-positive,friend,really,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was really funny.""",-1.2902963161468506,0.2481943666934967
3,面白い,neutral-positive,friend,that,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was that funny.""",-7.369604110717773,0.0005683059571310878
3,面白い,neutral-positive,friend,quite,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was quite funny.""",-3.0123345851898193,0.04435271769762039
3,面白い,neutral-positive,friend,(none),"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was (none) funny.""",-20.455290378071368,1.179074060608798e-09
3,面白い,neutral-positive,friend,too,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was too funny.""",-4.582098007202148,0.009229552000761032
3,面白い,neutral-positive,friend,slightly,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was slightly funny.""",-9.480588912963867,6.883243622723967e-05
3,面白い,neutral-positive,friend,somewhat,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was somewhat funny.""",-9.37822151184082,7.625191938132048e-05
3,面白い,neutral-positive,friend,pretty,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was pretty funny.""",-1.8811471462249756,0.13746389746665955
3,面白い,neutral-positive,friend,a little bit,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was a little bit funny.""",-5.981991291046143,0.002276221988722682
3,面白い,neutral-positive,friend,at all,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was at all funny.""",-8.54470145702362,0.00017548656614962965
3,面白い,neutral-positive,friend,kind of,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was kind of funny.""",-2.0962900519371033,0.11085448414087296
3,面白い,neutral-positive,friend,completely,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was completely funny.""",-6.821844100952148,0.0009828141191974282
3,面白い,neutral-positive,friend,kinda,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was kinda funny.""",-3.073791027069092,0.04170902445912361
3,面白い,neutral-positive,friend,a bit,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was a bit funny.""",-4.463656187057495,0.010390086099505424
3,面白い,neutral-positive,friend,semi,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was semi funny.""",-13.308717727661133,1.49712457186979e-06
3,面白い,neutral-positive,friend,a tad,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was a tad funny.""",-7.285334348678589,0.0006182725774124265
3,面白い,neutral-positive,friend,incredibly,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was incredibly funny.""",-5.451848983764648,0.0038676990661770105
3,面白い,neutral-positive,friend,sorta,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was sorta funny.""",-10.130441665649414,3.593897417886183e-05
3,面白い,neutral-positive,friend,totally,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was totally funny.""",-5.407865524291992,0.004041610285639763
3,面白い,neutral-positive,friend,a little,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was a little funny.""",-3.642267942428589,0.02362346649169922
3,面白い,neutral-positive,friend,amazingly,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was amazingly funny.""",-4.096886146813631,0.014993583783507347
3,面白い,neutral-positive,friend,extremely,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was extremely funny.""",-5.276220321655273,0.004610279109328985
3,面白い,neutral-positive,friend,moderately,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was moderately funny.""",-9.375565581955016,7.645470759598538e-05
3,面白い,neutral-positive,friend,mildly,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was mildly funny.""",-8.460126317106187,0.00019097415497526526
3,面白い,neutral-positive,friend,clearly,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was clearly funny.""",-8.622472763061523,0.00016235596558544785
3,面白い,neutral-positive,friend,damn,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was damn funny.""",-6.681852340698242,0.0011304959189146757
3,面白い,neutral-positive,friend,majorly,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was majorly funny.""",-9.561603242531419,6.34759126114659e-05
3,面白い,neutral-positive,friend,absolutely,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was absolutely funny.""",-4.540861129760742,0.009618106298148632
3,面白い,neutral-positive,friend,exceptionally,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was exceptionally funny.""",-6.09281360777095,0.0020374422892928123
3,面白い,neutral-positive,friend,so,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It was so funny.""",-2.657132863998413,0.06326774507761002
4,面白い,neutral-negative,friend,very,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It wasn't very funny.""",-1.6818825006484985,0.19075128436088562
4,面白い,neutral-negative,friend,really,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It wasn't really funny.""",-2.7215781211853027,0.06744246184825897
4,面白い,neutral-negative,friend,that,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It wasn't that funny.""",-1.0835472345352173,0.3469933867454529
4,面白い,neutral-negative,friend,quite,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It wasn't quite funny.""",-5.340726375579834,0.004914187826216221
4,面白い,neutral-negative,friend,(none),"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It wasn't (none) funny.""",-16.572455435991287,6.509888805794617e-08
4,面白い,neutral-negative,friend,too,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It wasn't too funny.""",-1.6935096979141235,0.18854624032974243
4,面白い,neutral-negative,friend,slightly,"After the screening, Peter is asked by a friend who hasn't seen the film yet how funny it was, and he answers: ""It wasn't slightly funny.""",-11.508489608764648,1.0299743735231459e-05
